ID del Cliente,Edad del Cliente,Cartera Por Edad,Años Experiencia,Ingresos Anual,Ingresos Mensual,Tipo de Cliente,Nivel de Educación,Codigo Postal,Miembros Familia,Promedio Gasto TDC,Valor de Hipoteca,Cliente con TDC,Cliente ACCA,Cliente con Cuenta,Cliente con Deposito,Cliente Digital
4041,57,Adultos Consolidados,32,44000,3666,Banca Personal,Graduado,90266,2,1900,157000,No,No,No,No,No
4042,45,Adulto y Familias,19,40000,3333,Banca Personal,No graduado,95060,1,200,0,Si,No,Si,Si,Si
4043,29,Cartera Joven,3,190000,15833,Clientes Oro,No graduado,92612,2,4500,246000,Si,No,No,No,Si
4044,49,Adultos Consolidados,23,64000,5333,Clientes Preferencial,No graduado,94588,4,2600,0,Si,No,No,No,Si
4045,36,Adulto y Familias,11,9000,750,Clientes Básicos,Graduado,90266,2,300,99000,No,No,Si,No,No
4046,57,Adultos Consolidados,31,38000,3166,Banca Personal,Graduado,94720,4,700,0,No,No,No,No,Si
4047,25,Cartera Joven,0,72000,6000,Clientes Preferencial,Profesional,94303,3,2600,0,No,No,No,No,Si
4048,43,Adulto y Familias,17,82000,6833,Clientes Preferencial,No graduado,94114,1,5200,79000,No,No,No,No,Si
4049,27,Cartera Joven,2,48000,4000,Banca Personal,Profesional,90049,2,1600,119000,No,No,Si,No,Si
4050,54,Adultos Consolidados,28,82000,6833,Clientes Preferencial,Profesional,94122,4,2600,294000,No,No,No,No,No
4051,53,Adultos Consolidados,26,14000,1166,Banca Personal,Graduado,94590,2,1000,83000,No,No,No,No,No
4052,55,Adultos Consolidados,29,162000,13500,Clientes Oro,No graduado,93105,1,2900,0,Si,No,No,No,Si
4053,43,Adulto y Familias,19,54000,4500,Banca Personal,No graduado,94608,2,1700,0,No,No,No,No,Si
4054,35,Adulto y Familias,11,90000,7500,Clientes Preferencial,No graduado,94720,2,0,0,No,No,No,No,No
4055,59,Adultos Consolidados,34,64000,5333,Clientes Preferencial,No graduado,94116,4,1700,0,No,No,No,No,No
4056,42,Adulto y Familias,18,65000,5416,Clientes Preferencial,Profesional,93460,3,2100,0,Si,No,No,No,Si
4057,51,Adultos Consolidados,25,113000,9416,Clientes Preferencial,No graduado,91320,2,6300,0,No,No,No,No,No
4058,57,Adultos Consolidados,32,38000,3166,Banca Personal,Profesional,90740,2,2100,0,No,No,No,No,No
4059,39,Adulto y Familias,15,65000,5416,Clientes Preferencial,Profesional,92037,1,1500,0,No,No,No,No,No
4060,53,Adultos Consolidados,27,39000,3250,Banca Personal,Profesional,91330,4,1500,0,No,No,No,No,Si
4061,31,Adulto y Familias,6,174000,14500,Clientes Oro,No graduado,93023,2,6700,0,Si,No,No,No,Si
4062,33,Adulto y Familias,3,59000,4916,Banca Personal,Profesional,91040,2,1750,0,No,No,No,No,Si
4063,38,Adulto y Familias,14,43000,3583,Banca Personal,No graduado,95053,2,1700,0,No,No,No,No,Si
4064,47,Adultos Consolidados,21,24000,2000,Banca Personal,Profesional,94108,2,100,0,Si,No,No,No,No
4065,63,Jubilados y Adultos Mayores,39,50000,4166,Banca Personal,Graduado,94402,1,0,166000,No,No,No,No,No
4066,44,Adulto y Familias,19,68000,5666,Clientes Preferencial,Profesional,94305,1,3700,0,No,No,No,No,Si
4067,61,Jubilados y Adultos Mayores,37,61000,5083,Clientes Preferencial,Profesional,94122,3,2000,0,No,No,No,No,Si
4068,52,Adultos Consolidados,28,21000,1750,Banca Personal,Graduado,94025,4,500,0,No,No,No,No,Si
4069,59,Adultos Consolidados,34,21000,1750,Banca Personal,Graduado,95035,2,500,0,No,No,No,No,Si
4070,56,Adultos Consolidados,32,31000,2583,Banca Personal,No graduado,94596,4,1300,0,No,No,No,No,No
4071,58,Adultos Consolidados,33,70000,5833,Clientes Preferencial,No graduado,94720,4,700,0,No,No,Si,No,No
4072,30,Cartera Joven,6,25000,2083,Banca Personal,Graduado,94304,3,1000,135000,Si,No,No,No,No
4073,42,Adulto y Familias,17,78000,6500,Clientes Preferencial,Profesional,92521,1,1000,0,No,No,No,No,Si
4074,51,Adultos Consolidados,27,19000,1583,Banca Personal,No graduado,92120,1,200,0,No,No,No,No,No
4075,60,Adultos Consolidados,35,23000,1916,Banca Personal,Profesional,94608,1,300,0,No,No,No,No,Si
4076,30,Cartera Joven,4,40000,3333,Banca Personal,No graduado,90601,4,800,0,No,No,No,No,Si
4077,49,Adultos Consolidados,23,22000,1833,Banca Personal,Profesional,92220,1,300,0,No,No,No,No,No
4078,26,Cartera Joven,0,71000,5916,Clientes Preferencial,Graduado,92093,4,1800,0,No,No,Si,No,Si
4079,36,Adulto y Familias,12,58000,4833,Banca Personal,Graduado,91320,1,3600,0,No,No,No,No,No
4080,65,Jubilados y Adultos Mayores,40,75000,6250,Clientes Preferencial,No graduado,90036,3,2200,0,No,No,No,No,Si
4081,27,Cartera Joven,0,40000,3333,Banca Personal,Graduado,90068,1,2000,110000,Si,No,No,No,No
4082,60,Adultos Consolidados,35,155000,12916,Clientes Oro,Profesional,92521,1,1500,0,Si,Si,No,No,No
4083,32,Adulto y Familias,6,83000,6916,Clientes Preferencial,Graduado,90036,4,2200,0,No,No,No,No,No
4084,46,Adultos Consolidados,20,99000,8250,Clientes Preferencial,No graduado,94302,3,1100,0,No,No,No,No,No
4085,60,Adultos Consolidados,36,59000,4916,Banca Personal,Graduado,94124,1,0,0,No,No,Si,No,No
4086,28,Cartera Joven,2,53000,4416,Banca Personal,Graduado,94609,3,2400,0,No,No,No,No,Si
4087,50,Adultos Consolidados,26,11000,916,Clientes Básicos,No graduado,93106,4,200,0,No,No,Si,No,No
4088,52,Adultos Consolidados,28,179000,14916,Clientes Oro,Profesional,94583,4,4200,0,No,Si,No,No,No
4089,29,Cartera Joven,-1,71000,5916,Clientes Preferencial,Profesional,94801,2,1750,0,No,No,No,No,No
4090,30,Cartera Joven,4,85000,7083,Clientes Preferencial,Profesional,94234,4,2100,0,No,No,No,No,Si
4091,42,Adulto y Familias,18,49000,4083,Banca Personal,Profesional,92717,3,2100,0,No,No,Si,No,Si
4092,32,Adulto y Familias,6,122000,10166,Clientes Oro,No graduado,94025,2,1300,0,Si,No,No,No,Si
4093,40,Adulto y Familias,15,171000,14250,Clientes Oro,No graduado,94539,2,3300,0,No,No,No,No,Si
4094,49,Adultos Consolidados,24,138000,11500,Clientes Oro,Graduado,93111,2,2200,0,No,Si,No,No,Si
4095,53,Adultos Consolidados,23,8000,666,Clientes Básicos,Profesional,95616,4,400,0,No,No,Si,No,Si
4096,42,Adulto y Familias,17,59000,4916,Banca Personal,No graduado,94105,4,400,0,No,No,No,No,Si
4097,38,Adulto y Familias,14,49000,4083,Banca Personal,No graduado,90740,3,2800,0,No,No,No,No,No
4098,60,Adultos Consolidados,34,92000,7666,Clientes Preferencial,No graduado,95670,2,2000,0,No,No,No,No,No
4099,27,Cartera Joven,3,75000,6250,Clientes Preferencial,No graduado,90032,4,0,0,No,No,No,No,No
4100,61,Jubilados y Adultos Mayores,35,60000,5000,Clientes Preferencial,Graduado,92831,1,2800,0,Si,No,No,No,Si
4101,27,Cartera Joven,2,41000,3416,Banca Personal,Graduado,90254,2,1700,0,No,No,No,No,Si
4102,45,Adulto y Familias,21,40000,3333,Banca Personal,Graduado,93460,3,600,0,Si,No,No,No,Si
4103,41,Adulto y Familias,16,81000,6750,Clientes Preferencial,No graduado,94305,2,400,146000,Si,No,No,No,Si
4104,44,Adulto y Familias,20,52000,4333,Banca Personal,Profesional,94143,1,800,196000,Si,No,No,No,No
4105,38,Adulto y Familias,14,25000,2083,Banca Personal,No graduado,95616,4,1000,0,No,No,No,No,No
4106,39,Adulto y Familias,15,139000,11583,Clientes Oro,No graduado,91801,1,3400,353000,No,No,No,No,Si
4107,48,Adultos Consolidados,22,54000,4500,Banca Personal,Graduado,93106,1,1200,0,No,No,No,No,No
4108,47,Adultos Consolidados,22,81000,6750,Clientes Preferencial,No graduado,94123,1,2900,0,Si,No,No,No,No
4109,64,Jubilados y Adultos Mayores,39,73000,6083,Clientes Preferencial,No graduado,94025,3,2200,0,Si,No,Si,No,No
4110,27,Cartera Joven,0,30000,2500,Banca Personal,Profesional,93107,4,1000,0,Si,No,No,No,Si
4111,66,Jubilados y Adultos Mayores,41,59000,4916,Banca Personal,No graduado,95617,3,2400,0,No,No,No,No,No
4112,43,Adulto y Familias,17,21000,1750,Banca Personal,No graduado,95351,3,1500,0,No,No,No,No,No
4113,34,Adulto y Familias,9,65000,5416,Clientes Preferencial,Graduado,95014,3,700,104000,No,No,No,No,Si
4114,28,Cartera Joven,2,41000,3416,Banca Personal,Graduado,93118,3,1100,161000,No,No,No,No,Si
4115,52,Adultos Consolidados,28,52000,4333,Banca Personal,Profesional,92126,4,100,121000,No,No,No,No,No
4116,45,Adulto y Familias,20,84000,7000,Clientes Preferencial,Graduado,94131,4,1100,180000,No,No,No,No,Si
4117,24,Cartera Joven,-2,135000,11250,Clientes Oro,No graduado,90065,2,7200,0,No,No,No,No,Si
4118,39,Adulto y Familias,14,18000,1500,Banca Personal,Profesional,92037,4,200,0,No,No,Si,No,No
4119,40,Adulto y Familias,16,34000,2833,Banca Personal,No graduado,93561,1,700,0,Si,No,No,No,Si
4120,30,Cartera Joven,5,85000,7083,Clientes Preferencial,Profesional,92624,4,1800,0,No,No,No,No,Si
4121,49,Adultos Consolidados,23,23000,1916,Banca Personal,Profesional,94080,1,1400,0,No,No,No,No,No
4122,53,Adultos Consolidados,27,65000,5416,Clientes Preferencial,Graduado,91711,4,2800,0,Si,No,No,No,No
4123,56,Adultos Consolidados,30,195000,16250,Clientes Oro,No graduado,90089,1,2900,0,No,No,No,No,No
4124,50,Adultos Consolidados,24,40000,3333,Banca Personal,No graduado,93460,4,2600,89000,No,No,No,No,Si
4125,53,Adultos Consolidados,29,141000,11750,Clientes Oro,Profesional,90064,2,200,0,No,Si,No,No,No
4126,60,Adultos Consolidados,34,95000,7916,Clientes Preferencial,Graduado,94104,2,700,322000,Si,No,No,No,Si
4127,58,Adultos Consolidados,33,23000,1916,Banca Personal,Graduado,90095,3,1300,131000,No,No,No,No,No
4128,43,Adulto y Familias,19,82000,6833,Clientes Preferencial,Graduado,95758,2,1800,0,Si,No,No,No,Si
4129,46,Adultos Consolidados,21,53000,4416,Banca Personal,Profesional,93555,4,1900,0,No,No,No,No,No
4130,29,Cartera Joven,3,10000,833,Clientes Básicos,No graduado,91320,4,400,87000,Si,No,No,No,Si
4131,56,Adultos Consolidados,30,75000,6250,Clientes Preferencial,Graduado,91910,1,1900,125000,No,No,No,No,Si
4132,48,Adultos Consolidados,23,23000,1916,Banca Personal,Graduado,94534,4,400,122000,No,No,No,No,No
4133,61,Jubilados y Adultos Mayores,36,133000,11083,Clientes Oro,No graduado,90266,1,2600,0,No,No,No,No,Si
4134,41,Adulto y Familias,17,129000,10750,Clientes Oro,No graduado,94720,1,3400,0,Si,No,No,No,No
4135,35,Adulto y Familias,11,85000,7083,Clientes Preferencial,Graduado,92154,4,100,131000,No,No,No,No,No
4136,48,Adultos Consolidados,23,168000,14000,Clientes Oro,No graduado,95929,2,2800,308000,No,No,No,No,Si
4137,43,Adulto y Familias,19,83000,6916,Clientes Preferencial,Profesional,92691,4,2000,0,No,No,No,No,Si
4138,37,Adulto y Familias,12,52000,4333,Banca Personal,Graduado,93943,2,1100,0,No,No,No,No,Si
4139,47,Adultos Consolidados,22,114000,9500,Clientes Preferencial,No graduado,95819,1,600,0,Si,No,Si,Si,Si
4140,29,Cartera Joven,3,81000,6750,Clientes Preferencial,Profesional,95827,1,2900,0,No,No,No,No,No
4141,63,Jubilados y Adultos Mayores,38,32000,2666,Banca Personal,Graduado,94015,1,1500,0,No,No,No,No,No
4142,43,Adulto y Familias,19,63000,5250,Clientes Preferencial,Profesional,94118,3,2100,0,No,No,No,No,No
4143,57,Adultos Consolidados,32,70000,5833,Clientes Preferencial,Profesional,90024,3,1600,0,No,No,No,No,No
4144,55,Adultos Consolidados,31,20000,1666,Banca Personal,No graduado,94720,2,300,0,No,No,No,No,Si
4145,47,Adultos Consolidados,23,138000,11500,Clientes Oro,No graduado,91367,2,3300,0,Si,No,No,No,Si
4146,58,Adultos Consolidados,34,63000,5250,Clientes Preferencial,Graduado,94305,4,1600,0,No,No,No,No,No
4147,53,Adultos Consolidados,28,85000,7083,Clientes Preferencial,Profesional,95814,1,1300,118000,No,No,No,No,Si
4148,59,Adultos Consolidados,35,180000,15000,Clientes Oro,Graduado,96008,2,6500,0,Si,Si,Si,Si,Si
4149,46,Adultos Consolidados,22,80000,6666,Clientes Preferencial,Profesional,95747,4,2000,0,No,No,No,No,Si
4150,41,Adulto y Familias,15,53000,4416,Banca Personal,Profesional,93106,1,700,0,No,No,No,No,Si
4151,46,Adultos Consolidados,20,72000,6000,Clientes Preferencial,Graduado,92009,2,1700,75000,No,No,No,No,Si
4152,44,Adulto y Familias,18,123000,10250,Clientes Oro,No graduado,95841,3,5900,0,Si,Si,No,Si,Si
4153,44,Adulto y Familias,18,91000,7583,Clientes Preferencial,Profesional,91361,2,800,0,No,No,No,No,Si
4154,50,Adultos Consolidados,26,148000,12333,Clientes Oro,No graduado,94608,2,6800,0,No,No,No,No,Si
4155,51,Adultos Consolidados,25,163000,13583,Clientes Oro,Profesional,94305,2,1300,0,No,Si,No,No,Si
4156,55,Adultos Consolidados,30,28000,2333,Banca Personal,Profesional,90291,4,100,149000,Si,No,No,No,Si
4157,37,Adulto y Familias,12,193000,16083,Clientes Oro,No graduado,92780,1,8600,0,No,No,No,No,No
4158,34,Adulto y Familias,10,22000,1833,Banca Personal,Profesional,94545,3,900,0,No,No,No,No,Si
4159,59,Adultos Consolidados,34,74000,6166,Clientes Preferencial,No graduado,92780,4,700,0,Si,No,No,No,Si
4160,45,Adulto y Familias,20,70000,5833,Clientes Preferencial,Profesional,94305,4,1900,0,Si,No,No,No,Si
4161,30,Cartera Joven,4,11000,916,Clientes Básicos,Graduado,95054,1,100,0,Si,No,No,No,Si
4162,32,Adulto y Familias,8,61000,5083,Clientes Preferencial,Graduado,94703,3,2600,0,No,No,No,No,No
4163,61,Jubilados y Adultos Mayores,37,41000,3416,Banca Personal,No graduado,94704,1,800,0,Si,No,No,No,Si
4164,54,Adultos Consolidados,28,108000,9000,Clientes Preferencial,Graduado,94110,4,1900,0,No,Si,No,No,Si
4165,35,Adulto y Familias,10,23000,1916,Banca Personal,Profesional,90058,4,1100,0,Si,No,No,No,No
4166,63,Jubilados y Adultos Mayores,38,135000,11250,Clientes Oro,Profesional,91768,2,3800,183000,No,Si,No,No,No
4167,66,Jubilados y Adultos Mayores,40,30000,2500,Banca Personal,Profesional,95133,2,700,86000,No,No,No,No,No
4168,48,Adultos Consolidados,24,144000,12000,Clientes Oro,Graduado,94025,4,3500,0,No,Si,No,No,No
4169,60,Adultos Consolidados,34,139000,11583,Clientes Oro,No graduado,95020,4,400,0,No,Si,No,No,Si
4170,41,Adulto y Familias,17,143000,11916,Clientes Oro,Profesional,90059,2,2700,209000,No,Si,No,No,Si
4171,31,Adulto y Familias,7,44000,3666,Banca Personal,No graduado,93561,1,1200,0,Si,No,No,No,Si
4172,58,Adultos Consolidados,31,49000,4083,Banca Personal,Graduado,94521,4,2500,0,No,No,No,No,Si
4173,67,Jubilados y Adultos Mayores,42,75000,6250,Clientes Preferencial,Graduado,90041,4,100,182000,No,No,No,No,Si
4174,35,Adulto y Familias,9,43000,3583,Banca Personal,No graduado,93943,2,300,0,No,No,No,No,Si
4175,40,Adulto y Familias,14,59000,4916,Banca Personal,Profesional,91335,3,500,0,No,No,No,No,Si
4176,42,Adulto y Familias,17,154000,12833,Clientes Oro,No graduado,93955,3,4900,0,Si,Si,No,Si,Si
4177,44,Adulto y Familias,18,75000,6250,Clientes Preferencial,Profesional,95131,1,700,0,Si,No,No,No,No
4178,47,Adultos Consolidados,23,75000,6250,Clientes Preferencial,Graduado,93106,1,2600,0,Si,No,No,No,No
4179,59,Adultos Consolidados,35,88000,7333,Clientes Preferencial,No graduado,91311,2,1600,278000,No,No,No,No,No
4180,29,Cartera Joven,3,91000,7583,Clientes Preferencial,Profesional,94122,1,3400,0,No,Si,No,No,No
4181,36,Adulto y Familias,6,11000,916,Clientes Básicos,Profesional,92008,1,670,0,Si,No,Si,Si,Si
4182,47,Adultos Consolidados,22,22000,1833,Banca Personal,Profesional,90024,1,400,0,No,No,No,No,Si
4183,55,Adultos Consolidados,29,49000,4083,Banca Personal,Profesional,92691,2,800,220000,Si,No,No,No,No
4184,41,Adulto y Familias,17,140000,11666,Clientes Oro,No graduado,94542,1,3500,342000,No,No,No,No,No
4185,51,Adultos Consolidados,25,99000,8250,Clientes Preferencial,Graduado,90277,2,2400,0,No,No,No,No,No
4186,26,Cartera Joven,2,82000,6833,Clientes Preferencial,No graduado,91950,2,2500,199000,No,No,No,No,No
4187,33,Adulto y Familias,9,10000,833,Clientes Básicos,No graduado,90005,4,1000,81000,Si,No,No,No,No
4188,30,Cartera Joven,5,109000,9083,Clientes Preferencial,Graduado,94305,4,2200,103000,Si,No,No,No,No
4189,30,Cartera Joven,4,45000,3750,Banca Personal,Profesional,90041,4,1300,0,No,No,No,No,No
4190,45,Adulto y Familias,19,93000,7750,Clientes Preferencial,Graduado,91116,2,1700,0,No,No,No,No,No
4191,40,Adulto y Familias,16,89000,7416,Clientes Preferencial,Graduado,95814,3,3900,216000,No,Si,Si,Si,Si
4192,42,Adulto y Familias,15,39000,3250,Banca Personal,Graduado,91711,3,1000,132000,No,No,No,No,No
4193,50,Adultos Consolidados,26,21000,1750,Banca Personal,No graduado,91768,1,200,89000,No,No,No,No,Si
4194,62,Jubilados y Adultos Mayores,37,31000,2583,Banca Personal,No graduado,95008,3,200,0,No,No,No,No,Si
4195,63,Jubilados y Adultos Mayores,37,31000,2583,Banca Personal,Profesional,95819,1,500,0,No,No,No,No,Si
4196,43,Adulto y Familias,19,52000,4333,Banca Personal,Graduado,95054,4,2200,0,No,No,No,No,No
4197,49,Adultos Consolidados,25,13000,1083,Banca Personal,Profesional,95814,1,900,0,No,No,No,No,Si
4198,51,Adultos Consolidados,25,21000,1750,Banca Personal,Profesional,90840,2,400,76000,No,No,Si,No,Si
4199,61,Jubilados y Adultos Mayores,36,50000,4166,Banca Personal,No graduado,96003,4,1700,189000,No,No,No,No,Si
4200,43,Adulto y Familias,19,81000,6750,Clientes Preferencial,Profesional,90630,4,200,0,Si,No,No,No,No
4201,43,Adulto y Familias,19,74000,6166,Clientes Preferencial,No graduado,94035,4,1900,0,Si,No,No,No,No
4202,61,Jubilados y Adultos Mayores,36,89000,7416,Clientes Preferencial,No graduado,93109,3,500,0,No,No,No,No,Si
4203,35,Adulto y Familias,9,82000,6833,Clientes Preferencial,Graduado,95064,3,900,0,No,No,No,No,Si
4204,59,Adultos Consolidados,33,88000,7333,Clientes Preferencial,Graduado,93106,4,1900,0,No,No,No,No,No
4205,40,Adulto y Familias,16,61000,5083,Clientes Preferencial,Profesional,91711,3,2100,0,No,No,No,No,No
4206,61,Jubilados y Adultos Mayores,36,139000,11583,Clientes Oro,No graduado,95133,2,3900,0,No,No,No,No,No
4207,48,Adultos Consolidados,23,29000,2416,Banca Personal,Graduado,93711,1,1300,0,No,No,No,No,No
4208,37,Adulto y Familias,11,51000,4250,Banca Personal,No graduado,93305,3,2100,0,Si,No,No,No,Si
4209,56,Adultos Consolidados,32,58000,4833,Banca Personal,Profesional,95064,1,1800,241000,No,No,No,No,Si
4210,35,Adulto y Familias,9,21000,1750,Banca Personal,Profesional,91125,2,1400,125000,No,No,No,No,Si
4211,35,Adulto y Familias,8,43000,3583,Banca Personal,Graduado,95819,2,1670,0,No,No,No,No,No
4212,40,Adulto y Familias,16,104000,8666,Clientes Preferencial,Graduado,94301,2,1800,0,No,No,No,No,No
4213,50,Adultos Consolidados,23,9000,750,Clientes Básicos,Graduado,94109,1,500,98000,No,No,No,No,Si
4214,49,Adultos Consolidados,25,39000,3250,Banca Personal,Graduado,91125,3,1900,0,No,No,No,No,No
4215,46,Adultos Consolidados,22,89000,7416,Clientes Preferencial,No graduado,94303,1,2700,0,Si,No,Si,Si,Si
4216,64,Jubilados y Adultos Mayores,40,21000,1750,Banca Personal,Profesional,94028,2,300,0,No,No,No,No,No
4217,60,Adultos Consolidados,35,173000,14416,Clientes Oro,Profesional,90059,3,3100,0,No,Si,No,No,Si
4218,45,Adulto y Familias,21,29000,2416,Banca Personal,Profesional,95051,1,300,105000,Si,No,No,No,Si
4219,52,Adultos Consolidados,27,43000,3583,Banca Personal,Graduado,94005,4,200,0,Si,No,No,No,No
4220,58,Adultos Consolidados,34,30000,2500,Banca Personal,Graduado,90066,3,400,0,No,No,No,No,No
4221,54,Adultos Consolidados,30,39000,3250,Banca Personal,Profesional,94806,4,100,0,No,No,Si,No,Si
4222,48,Adultos Consolidados,22,83000,6916,Clientes Preferencial,Profesional,90028,2,400,248000,No,No,No,No,Si
4223,51,Adultos Consolidados,25,58000,4833,Banca Personal,Graduado,93106,3,700,223000,No,No,No,No,No
4224,53,Adultos Consolidados,26,8000,666,Clientes Básicos,Graduado,94709,1,500,0,Si,No,No,No,No
4225,57,Adultos Consolidados,27,39000,3250,Banca Personal,Profesional,95929,3,1000,0,Si,No,Si,No,No
4226,43,Adulto y Familias,18,204000,17000,Clientes Oro,No graduado,91902,2,8800,0,No,No,No,No,Si
4227,37,Adulto y Familias,13,45000,3750,Banca Personal,No graduado,94591,1,1800,0,No,No,No,No,No
4228,32,Adulto y Familias,7,111000,9250,Clientes Preferencial,No graduado,90277,1,3800,0,No,No,Si,No,No
4229,34,Adulto y Familias,10,83000,6916,Clientes Preferencial,Graduado,95060,2,2000,148000,No,No,No,No,No
4230,54,Adultos Consolidados,24,83000,6916,Clientes Preferencial,Profesional,94596,1,3000,0,No,No,No,No,No
4231,62,Jubilados y Adultos Mayores,36,115000,9583,Clientes Preferencial,No graduado,92093,2,2800,202000,Si,No,No,No,Si
4232,56,Adultos Consolidados,32,60000,5000,Clientes Preferencial,Profesional,93106,1,1800,227000,No,No,No,No,Si
4233,39,Adulto y Familias,15,53000,4416,Banca Personal,No graduado,94116,1,1800,0,No,No,No,No,No
4234,32,Adulto y Familias,7,134000,11166,Clientes Oro,No graduado,95929,2,3300,0,No,No,No,No,Si
4235,50,Adultos Consolidados,24,91000,7583,Clientes Preferencial,Profesional,93555,1,800,0,No,No,No,No,Si
4236,27,Cartera Joven,1,91000,7583,Clientes Preferencial,No graduado,92173,2,200,0,No,No,No,No,Si
4237,37,Adulto y Familias,12,128000,10666,Clientes Oro,No graduado,91342,2,3900,0,Si,No,No,No,Si
4238,60,Adultos Consolidados,34,78000,6500,Clientes Preferencial,No graduado,90401,3,4400,0,No,No,Si,No,No
4239,43,Adulto y Familias,19,161000,13416,Clientes Oro,No graduado,92093,2,7600,464000,No,No,No,No,Si
4240,62,Jubilados y Adultos Mayores,36,60000,5000,Clientes Preferencial,Profesional,92182,3,2200,0,No,No,No,No,Si
4241,39,Adulto y Familias,14,161000,13416,Clientes Oro,No graduado,95064,1,4100,509000,No,No,Si,No,No
4242,34,Adulto y Familias,9,40000,3333,Banca Personal,Graduado,95054,4,2000,0,Si,No,No,No,Si
4243,46,Adultos Consolidados,21,68000,5666,Clientes Preferencial,Graduado,94720,1,200,0,No,No,No,No,Si
4244,46,Adultos Consolidados,22,74000,6166,Clientes Preferencial,No graduado,94550,3,700,0,No,No,No,No,Si
4245,51,Adultos Consolidados,26,55000,4583,Banca Personal,Graduado,92121,3,2000,93000,No,No,No,No,Si
4246,44,Adulto y Familias,20,145000,12083,Clientes Oro,No graduado,90630,1,3500,0,Si,No,No,No,No
4247,60,Adultos Consolidados,35,24000,2000,Banca Personal,Graduado,94920,1,1500,0,No,No,No,No,No
4248,65,Jubilados y Adultos Mayores,39,10000,833,Clientes Básicos,Graduado,90210,1,800,0,No,No,No,No,Si
4249,58,Adultos Consolidados,33,138000,11500,Clientes Oro,No graduado,90720,2,3900,0,No,No,Si,No,Si
4250,37,Adulto y Familias,12,63000,5250,Clientes Preferencial,Profesional,91942,4,2100,0,No,No,No,No,Si
4251,52,Adultos Consolidados,28,54000,4500,Banca Personal,Profesional,90041,4,100,0,Si,No,No,No,No
4252,42,Adulto y Familias,16,62000,5166,Clientes Preferencial,Profesional,95064,3,900,0,No,No,No,No,Si
4253,54,Adultos Consolidados,29,81000,6750,Clientes Preferencial,Profesional,91107,1,100,0,No,No,No,No,No
4254,54,Adultos Consolidados,28,61000,5083,Clientes Preferencial,Graduado,90601,3,3000,0,Si,No,No,No,Si
4255,51,Adultos Consolidados,27,68000,5666,Clientes Preferencial,Profesional,91711,1,1600,0,No,No,No,No,Si
4256,59,Adultos Consolidados,35,78000,6500,Clientes Preferencial,No graduado,90095,2,2800,0,No,No,No,No,Si
4257,41,Adulto y Familias,17,165000,13750,Clientes Oro,No graduado,91311,2,7600,157000,No,No,No,No,No
4258,43,Adulto y Familias,17,48000,4000,Banca Personal,Graduado,95762,3,2200,0,Si,No,No,No,No
4259,52,Adultos Consolidados,26,155000,12916,Clientes Oro,Graduado,92660,3,7200,0,No,Si,No,No,Si
4260,52,Adultos Consolidados,26,158000,13166,Clientes Oro,Profesional,94920,2,3700,251000,Si,Si,No,No,No
4261,57,Adultos Consolidados,31,52000,4333,Banca Personal,No graduado,94105,1,1400,0,No,No,No,No,Si
4262,53,Adultos Consolidados,28,18000,1500,Banca Personal,No graduado,92507,4,800,0,No,No,No,No,No
4263,58,Adultos Consolidados,33,42000,3500,Banca Personal,No graduado,92093,4,1700,0,No,No,No,No,No
4264,59,Adultos Consolidados,33,18000,1500,Banca Personal,Profesional,94542,2,200,0,No,No,No,No,No
4265,57,Adultos Consolidados,31,40000,3333,Banca Personal,No graduado,94304,2,300,0,Si,No,Si,Si,Si
4266,27,Cartera Joven,2,44000,3666,Banca Personal,Graduado,93943,4,600,0,No,No,Si,Si,Si
4267,42,Adulto y Familias,16,11000,916,Clientes Básicos,No graduado,94015,1,200,87000,Si,No,No,No,No
4268,52,Adultos Consolidados,26,194000,16166,Clientes Oro,Graduado,91902,2,5700,0,No,Si,No,No,Si
4269,49,Adultos Consolidados,23,108000,9000,Clientes Preferencial,Graduado,95616,2,2400,0,No,No,No,No,Si
4270,47,Adultos Consolidados,23,12000,1000,Clientes Básicos,Graduado,92518,4,500,0,No,No,No,No,No
4271,45,Adulto y Familias,19,19000,1583,Banca Personal,No graduado,93117,3,1500,94000,Si,No,No,No,Si
4272,25,Cartera Joven,1,150000,12500,Clientes Oro,No graduado,92507,1,6330,0,No,No,No,No,No
4273,47,Adultos Consolidados,22,89000,7416,Clientes Preferencial,Profesional,92647,4,1900,0,No,No,No,No,Si
4274,44,Adulto y Familias,19,83000,6916,Clientes Preferencial,Profesional,95812,2,3800,0,Si,No,Si,No,No
4275,30,Cartera Joven,3,79000,6583,Clientes Preferencial,Graduado,91380,4,2000,0,No,No,No,No,Si
4276,63,Jubilados y Adultos Mayores,38,102000,8500,Clientes Preferencial,Graduado,95616,4,3400,0,No,No,No,No,No
4277,50,Adultos Consolidados,24,155000,12916,Clientes Oro,No graduado,92717,1,7300,0,Si,No,No,No,Si
4278,40,Adulto y Familias,16,138000,11500,Clientes Oro,No graduado,92612,1,3500,0,No,No,No,No,Si
4279,56,Adultos Consolidados,31,51000,4250,Banca Personal,No graduado,92028,3,1700,0,Si,No,No,No,Si
4280,39,Adulto y Familias,15,80000,6666,Clientes Preferencial,Graduado,94608,2,1800,86000,Si,No,No,No,Si
4281,42,Adulto y Familias,18,135000,11250,Clientes Oro,No graduado,95136,2,3300,0,Si,No,Si,Si,Si
